시설명,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,설치장소설명,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,동시사용가능대수,공기주입가능여부,휴대전화충전가능여부,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
경산시 남매근린공원,경상북도,경산시,47290,경상북도 경산시 남매로 166,경상북도 경산시 중방동 706-5,35.82550712,128.743291,야외공연장 인근,0:00,23:59,0:00,23:59,0:00,23:59,2,Y,N,경북지체장애인협회 경산시지회,053-816-8555,2020-06-29,5130000,경상북도 경산시
경산공설시장 주차장,경상북도,경산시,47290,경상북도 경산시 중앙로16길 29,경상북도 경산시 삼북동 267-12,35.82054817,128.736234,건물 1층 통로,0:00,23:59,0:00,23:59,0:00,23:59,2,Y,N,경북지체장애인협회 경산시지회,053-816-8555,2020-06-29,5130000,경상북도 경산시
하양읍행정복지센터,경상북도,경산시,47290,경상북도 경산시 하양읍 문화로 36,경상북도 경산시 하양읍 금락리 123-10,35.912341,128.8123884,입구 왼쪽(외부),0:00,23:59,0:00,23:59,0:00,23:59,2,N,Y,경상북도 경산시,053-810-5334,2020-06-29,5130000,경상북도 경산시
하양꿈바우시장,경상북도,경산시,47290,경상북도 경산시 하양읍 대학로 1544,경상북도 경산시 하양읍 금락리 35-89,35.91532753,128.8204892,바우동(주차빌딩) 2층 연교 입구쪽,8:00,21:00,8:00,21:00,8:00,21:00,2,Y,Y,경상북도 경산시,053-810-5334,2020-06-29,5130000,경상북도 경산시
하양역,경상북도,경산시,47290,경상북도 경산시 하양읍 하양역길 1,경상북도 경산시 하양읍 금락리 133-43,35.91029371,128.8189604,대합실(1층),5:30,23:59,5:30,23:59,5:30,23:59,2,Y,Y,경상북도 경산시,053-810-5334,2020-06-29,5130000,경상북도 경산시
진량읍행정복지센터,경상북도,경산시,47290,경상북도 경산시 진량읍 다문로 50,경상북도 경산시 진량읍 신상리 685-21,35.8739268,128.816222,입구 오른쪽(내부),8:00,21:00,9:00,18:00,9:00,18:00,2,N,Y,경상북도 경산시,053-810-5334,2020-06-29,5130000,경상북도 경산시
진량읍복지회관,경상북도,경산시,47290,경상북도 경산시 진량읍 낙산길 7,경상북도 경산시 진량읍 신상리 743-3,35.87556559,128.8127275,입구 오른쪽(외부),0:00,23:59,0:00,23:59,0:00,23:59,2,Y,Y,경상북도 경산시,053-810-5334,2020-06-29,5130000,경상북도 경산시
대구대학교 장애학생지원센터,경상북도,경산시,47290,경상북도 경산시 진량읍 대구대로 201,경상북도 경산시 진량읍 내리리 15,35.90453769,128.8428145,입구 오른쪽(내부),9:00,18:00,9:00,18:00,9:00,18:00,2,N,Y,경상북도 경산시,053-810-5334,2020-06-29,5130000,경상북도 경산시
와촌면행정복지센터,경상북도,경산시,47290,경상북도 경산시 와촌면 금송로 416,경상북도 경산시 와촌면 덕촌리 57-1,35.946333,128.836538,건물 왼쪽 모퉁이,0:00,23:59,0:00,23:59,0:00,23:59,2,Y,Y,경상북도 경산시,053-810-5334,2020-06-29,5130000,경상북도 경산시
자인면행정복지센터,경상북도,경산시,47290,경상북도 경산시 자인면 일연로 82,경상북도 경산시 자인면 북사리 173,35.82104894,128.8224492,건물 오른쪽 통로,0:00,23:59,0:00,23:59,0:00,23:59,2,N,Y,경상북도 경산시,053-810-5334,2020-06-29,5130000,경상북도 경산시
압량읍행정복지센터,경상북도,경산시,47290,경상북도 경산시 압량면 부적길 35,경상북도 경산시 압량면 부적리 470-1,35.84341502,128.759858,입구 왼쪽(외부),0:00,23:59,0:00,23:59,0:00,23:59,2,Y,Y,경상북도 경산시,053-810-5334,2020-06-29,5130000,경상북도 경산시
경산시청 별관,경상북도,경산시,47290,경상북도 경산시 원효로 23,경상북도 경산시 중방동 869-1,35.82447938,128.740304,차량등록사업소 입구 왼쪽,0:00,23:59,0:00,23:59,0:00,23:59,2,N,Y,경상북도 경산시,053-810-5334,2020-06-29,5130000,경상북도 경산시
포천시보건소 1층 로비,경기도,포천시,56000,경기도 포천시 포천로 1612(신읍동),경기도 포천시 신읍동 164-3,37.90082576,127.2012628,포천시보건소 1층 로비,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,포천시보건소 1층 로비,031-538-3621,2020-06-30,5600000,경기도 포천시
포천나눔의집 장애인자립생활센터,경기도,포천시,56000,"경기도 포천시 중앙로197번길 17, 진성빌딩 4층",경기도 포천시 신읍동 210-17,37.9029527,127.2060124,포천나눔의집 장애인자립생활센터,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,포천나눔의집 장애인자립생활센터,031-531-2023,2020-06-30,5600000,경기도 포천시
포천장애인자립생활센터,경기도,포천시,56000,경기도 포천시 신북면 청신로 2072,경기도 포천시 신북면 신평리 605-2,37.93739576,127.2199321,포천장애인자립생활센터,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,포천장애인자립생활센터,031-531-6368,2020-06-30,5600000,경기도 포천시
포천시청 민원토지과,경기도,포천시,56000,경기도 포천시 중앙로 87(신읍동),경기도 포천시 신읍동 58-2,37.89470092,127.2003366,포천시청 민원토지과,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,포천시청 민원토지과,031-538-2135,2020-06-30,5600000,경기도 포천시
충청남도홍성의료원,충청남도,홍성군,46000,충청남도 홍성군 홍성읍 조양로 224,충청남도 홍성군 홍성읍 고암리 572-3,36.599043,126.6739096,홍성 의료원,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,N,홍성의료원,041-630-6114,2020-06-30,4600000,충청남도 홍성군
지체장애인협회 홍성군지회,충청남도,홍성군,46000,충청남도 홍성군 홍성읍 조양로33번길 17,충청남도 홍성군 홍성읍 옥암리 62-8,36.59755178,126.656097,지체장애인협회 홍성군지회,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,N,지체장애인협회 홍성군지회,041-634-0267,2020-06-30,4600000,충청남도 홍성군
충남서부보훈지청,충청남도,홍성군,46000,충청남도 홍성군 홍성읍 문화로 91,충청남도 홍성군 홍성읍 오관리 488-2,36.59548846,126.6617879,충남서부보훈지청,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,N,충남서보훈지청,041-630-3700,2020-06-30,4600000,충청남도 홍성군
홍성군장애인스포츠센터,충청남도,홍성군,46000,충청남도 홍성군 홍성읍 홍덕서로 78,충청남도 홍성군 홍성읍 소향리 410-1,36.60852322,126.6434805,홍성군장애인스포츠센터,9:00,18:00,0:00,0:00,0:00,0:00,1,Y,N,충남서보훈지청,041-631-9110,2020-06-30,4600000,충청남도 홍성군
대구시청,대구광역시,중구,34100,대구광역시 중구 공평로 88,,35.8715411,128.60122,1층 현관,9:00,18:00,0:00,0:00,0:00,0:00,1,N,Y,대구시청,053-803-0114,2020-07-01,3410000,대구광역시 중구
중구청,대구광역시,중구,34100,대구광역시 중구 국채보상로 139길 1,,35.86932522,128.6061572,1층 민원실,9:00,18:00,0:00,0:00,0:00,0:00,1,N,Y,중구청,053-661-2665,2020-07-01,3410000,대구광역시 중구
중구 보건소,대구광역시,중구,34100,대구광역시 중구 태평로 45,,35.87790436,128.583387,1층 민원실,9:00,18:00,0:00,0:00,0:00,0:00,1,N,Y,중구 보건소,053-661-3121,2020-07-01,3410000,대구광역시 중구
남산기독교종합사회복지관(2대),대구광역시,중구,34100,대구광역시 중구 관덕정길 16,,35.8650401,128.5905646,작은도서관 로비 1층/ 1층 소강당 내 우측 입구,9:00,18:00,0:00,0:00,0:00,0:00,1,N,Y,남산기독교종합사회복지관,053-257-1244,2020-07-01,3410000,대구광역시 중구
남산종합사회복지관,대구광역시,중구,34100,대구광역시 중구 남산로7길 80,,35.86030288,128.5792519,1층,9:00,18:00,0:00,0:00,0:00,0:00,1,N,Y,남산종합사회복지관,053-254-2562,2020-07-01,3410000,대구광역시 중구
동산병원,대구광역시,중구,34100,대구광역시 중구 달성로 56,,35.87017966,128.5825214,1층매점옆 입원병동입구,8:30,17:30,8:30,12:30,0:00,0:00,1,N,Y,동산병원,053-250-8393,2020-07-01,3410000,대구광역시 중구
경북대학교병원,대구광역시,중구,34100,대구광역시 중구 동덕로 130,,35.8662355,128.6043147,외래동 입구 편의점 맞은편,8:30,17:30,0:00,0:00,0:00,0:00,1,N,Y,경북대학교병원,1666-5114,2020-07-01,3410000,대구광역시 중구
대전역,대전광역시,동구,30110,"대전광역시 동구 중앙로 215, (정동)",대전광역시 동구 정동 1-1,36.33439767,127.4321118,대전역,0:00,0:00,0:00,0:00,0:00,0:00,2,Y,Y,대전역,042-259-2580,2020-06-30,6300000,대전광역시
국채보상운동기념공원,대구광역시,중구,34100,대구광역시 중구 국채보상로 670,,35.86833404,128.6034536,국채보상운동기념관 뒤편,0:00,23:59,0:00,23:59,0:00,23:59,1,N,Y,국채보상운동기념공원,053-254-9401,2020-07-01,3410000,대구광역시 중구
2.28기념중앙공원,대구광역시,중구,34100,대구광역시 중구 동성로2길 80,,35.8692142,128.5971828,공원관리사무소 내부,0:00,23:59,0:00,23:59,0:00,23:59,1,N,Y,2.28기념중앙공원,053-254-9405,2020-07-01,3410000,대구광역시 중구
경상감영공원,대구광역시,중구,34100,대구광역시 중구 경상감영길 99,,35.87267548,128.5916854,공원화장실 앞,0:00,23:59,0:00,23:59,0:00,23:59,1,N,Y,경상감영공원,053-254-9404,2020-07-01,3410000,대구광역시 중구
에코한방웰빙체험관,대구광역시,중구,34100,대구광역시 중구 남성로 24,,35.86793117,128.5892877,1층,9:00,18:00,9:00,18:00,9:00,18:00,1,N,Y,에코한방웰빙체험관,053-661-2043,2020-07-01,3410000,대구광역시 중구
수성구보건소,대구광역시,수성구,27260,대구광역시 수성구 수성로 213,,35.84463884,128.6122468,1층 민원실,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,대구광역시 수성구청,053-666-2463,2020-07-14,3460000,대구광역시 수성구
수성못,대구광역시,수성구,27260,대구광역시 수성구 무학로 78(두산동),,35.82913802,128.6174262,수성못(상화동산) 입구,0:00,0:00,0:00,0:00,0:00,0:00,1,N,N,대구광역시 수성구청,053-666-2463,2020-07-14,3460000,대구광역시 수성구
지체장애인협회 수성구지회,대구광역시,수성구,27260,대구광역시 수성구 무열로 85,,35.86597716,128.6492039,1층 출입문,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,대구광역시 수성구청,053-666-2463,2020-07-14,3460000,대구광역시 수성구
범물종합사회복지관,대구광역시,수성구,27260,대구광역시 수성구 범안로 79,,35.81946498,128.6459751,좌측 외부,9:00,18:00,0:00,0:00,0:00,0:00,1,N,N,대구광역시 수성구청,053-666-2463,2020-07-14,3460000,대구광역시 수성구
수성구립 범어도서관,대구광역시,수성구,27260,대구광역시 수성구 달구벌대로 2451(범어동),,35.85937425,128.6306778,지하 1층,9:00,18:00,9:00,17:00,0:00,0:00,1,N,N,대구광역시 수성구청,053-666-2463,2020-07-14,3460000,대구광역시 수성구
수성구립용학도서관,대구광역시,수성구,27260,대구광역시 수성구 지범로 41길 36(범물동),,35.82120746,128.6461305,1층 로비,9:00,18:00,9:00,17:00,0:00,0:00,1,N,N,대구광역시 수성구청,053-666-2463,2020-07-14,3460000,대구광역시 수성구
수성구립고산도서관,대구광역시,수성구,27260,대구광역시 수성구 달구벌대로650길 6(신매동),,35.83790388,128.7106321,1층 로비,9:00,18:00,9:00,17:00,0:00,0:00,1,N,N,대구광역시 수성구청,053-666-2463,2020-07-14,3460000,대구광역시 수성구
외산면행정복지센터,충청남도,부여군,44760,충청남도 부여군 외산면 외산로 111,충청남도 부여군 외산면 만수리 15-2,36.30433844,126.7042179,외산면행정복지센터 출입구 근처,9:00,18:00,9:00,12:00,9:00,12:00,2,N,N,외산면행정복지센터,041-830-6432,2020-06-30,4570000,충청남도 부여군
충화면행정복지센터,충청남도,부여군,44760,충청남도 부여군 충화면 팔충로 770,충청남도 부여군 충화면 천당리 194,36.18204801,126.8214417,충화면행정복지센터 출입구 근처,9:00,18:00,0:00,0:00,0:00,0:00,2,Y,N,충화면행정복지센터,041-830-6611,2020-06-30,4570000,충청남도 부여군
홍산주민복지센터,충청남도,부여군,44760,충청남도 부여군 홍산면 홍산로77,충청남도 부여군 홍산면 북촌리 118-7,36.21662016,126.7606625,홍산복지센터 안 출입구,9:00,18:00,9:00,12:00,9:00,12:00,2,Y,N,홍산면행정복지센터,041-830-2097,2020-06-30,4570000,충청남도 부여군
임천면행정복지센터,충청남도,부여군,44760,충청남도 부여군 임천면 성흥로 97번길 23,충청남도 부여군 임천면 군사리 314-17,36.19139596,126.8950607,무인민원발급기 옆,9:00,23:59,9:00,23:59,9:00,23:59,2,Y,N,임천면행정복지센터,041-830-6672,2020-06-30,4570000,충청남도 부여군
부여읍행정복지센터,충청남도,부여군,44760,충청남도 부여군 부여읍 사비로 36,충청남도 부여군 부여읍 동남리 693,36.27555208,126.911171,부여읍행정복지센터 출입구 근처,9:00,18:00,9:00,12:00,9:00,12:00,1,N,Y,부여읍행정복지센터,041-830-6318,2020-06-30,4570000,충청남도 부여군
은산면행정복지센터,충청남도,부여군,44760,충청남도 부여군 은산면 충의로 690,충청남도 부여군 은산면 신대리 359-2,36.310409,126.8542196,은산면행정복지센터 출입구 근처,9:00,18:00,9:00,12:00,9:00,12:00,1,Y,N,은산면 행정복지센터,041-830-6401,2020-06-30,4570000,충청남도 부여군
초촌면행정복지센터,충청남도,부여군,44760,충청남도 부여군 초촌면 초촌로15번길 6,충청남도 부여군 초촌면 응평리 128-4,36.264145,127.0201375,초촌면행정복지센터,9:00,18:00,9:00,12:00,9:00,12:00,2,Y,Y,초촌면 행정복지센터,041-830-6792,2020-06-30,4570000,충청남도 부여군
옥산면행정복지센터,충청남도,부여군,44760,충청남도 부여군 옥산면 대백제로 336-6,충청남도 부여군 옥산면 대백제로 336-6,36.19181985,126.7336993,옥산면행정복지센터 출입구 근처,9:00,18:00,9:00,12:00,9:00,12:00,2,Y,N,옥산면행정복지센터,041-830-6551,2020-06-30,4570000,충청남도 부여군
장암면행정복지센터,충청남도,부여군,44760,충청남도 부여군 장암면 석동로 15,충청남도 부여군 장암면 석동로 15,36.24388173,126.8869759,장암면행정복지센터 출입구 근처,9:00,18:00,9:00,12:00,9:00,12:00,1,Y,Y,장암면행정복지센터,041-830-6704,2020-06-30,4570000,충청남도 부여군
세도면행정복지센터,충청남도,부여군,44760,충청남도 부여군 세도면 세도중앙로 8,충청남도 부여군 세도면 청송리 414-2,36.16965408,126.948384,세도면행정복지센터 내부,9:00,18:00,9:00,12:00,9:00,12:00,2,Y,Y,세도면행정복지센터,041-830-6732,2020-06-30,4570000,충청남도 부여군
내산면행정복지센터,충청남도,부여군,44760,충청남도 부여군 내산면 성충로982,충청남도 부여군 내산면 성충로982,36.27485739,126.7805272,내산면행정복지센터 출입구 근처,9:00,18:00,9:00,12:00,9:00,12:00,2,Y,Y,내산면행정복지센터,041-830-6462,2020-06-30,4570000,충청남도 부여군
양화면행정복지센터,충청남도,부여군,44760,충청남도 부여군 양화면 입포로53번길 6,충청남도 부여군 양화면 입포리 60,36.13566995,126.8808519,양화면행정복지센터 출입구 근처,9:00,18:00,9:00,12:00,9:00,12:00,2,Y,Y,양화면행정복지센터,041-830-6658,2020-06-30,4570000,충청남도 부여군
남면행정복지센터,충청남도,부여군,44760,충청남도 부여군 남면 남성로 426,충청남도 부여군 남면 남성로 426,36.21194855,126.806641,남면행정복지센터 출입구근처,9:00,18:00,9:00,12:00,9:00,12:00,1,Y,Y,남면행정복지센터,041-830-6583,2020-06-30,4570000,충청남도 부여군
사)경북지체장애인협회 의성군지회,경상북도,의성군,47730,경상북도 의성군 의성읍 잔보들길 130,경상북도 의성군 의성읍 철파리 418-6,36.3594974,128.6801537,의성군장애인복지센터,8:40,18:00,0:00,0:00,0:00,0:00,2,N,N,사)경북지체장애인협회 의성군지회,054-834-1442,2020-06-30,5150000,경상북도 의성군
속초시청,강원도,속초시,42210,강원도 속초시 중앙로 183(중앙동),강원도 속초시 중앙동 469-6,38.20766179,128.5919416,속초시청 신관 농협출장소 왼쪽,23:59,23:59,23:59,23:59,23:59,23:59,2,N,Y,속초시청,033-639-2587,2020-06-22,4230000,강원도 속초시
중증장애인자립생활지원센터,강원도,속초시,42210,강원도 속초시 동해대로 4219(교동),강원도 속초시 교동 694-1,38.19606857,128.5771057,센터 1층 현관,23:59,23:59,23:59,23:59,23:59,23:59,2,N,Y,중증장애인자립생활지원센터,033-636-4146,2020-06-22,4230000,강원도 속초시
장애인보장구A/S지원센터,강원도,속초시,42210,강원도 속초시 중앙로 12-11(교동),강원도 속초시 교동 670-23,38.1974315,128.5797194,협회입구 왼쪽,23:59,23:59,23:59,23:59,23:59,23:59,2,N,Y,장애인보장구A/S지원센터,033-636-6901,2020-06-22,4230000,강원도 속초시
